"","gender","rural","dem_education_level","dem_has_children","age_group"
"4100","male","rural","medium","yes","40_65"
"4101","female","urban","low","yes","26_39"
"4102","male","rural","high","yes","40_65"
"4103","female","rural","medium","yes","40_65"
"4104","male","urban","medium","yes","40_65"
"4105","male","urban","medium","yes","40_65"
"4106","female","rural","medium","yes","40_65"
"4107","male","rural","low","yes","40_65"
"4108","female","urban","medium","no","26_39"
"4109","male","urban","high","yes","40_65"
"4110","male","urban","high","yes","40_65"
"4111","female","urban","medium","yes","26_39"
"4112","male","urban","low","no","40_65"
"4113","male","urban","medium","no","26_39"
"4114","male","urban","medium","no","14_25"
"4115","male","urban","high","yes","40_65"
"4116","male","rural","medium","yes","26_39"
"4117","male","urban","high","no","40_65"
"4118","male","rural","high","no","40_65"
"4119","female","urban","high","no","14_25"
"4120","male","rural","high","yes","26_39"
"4121","female","urban","medium","no","40_65"
"4122","male","urban","medium","no","14_25"
"4123","male","urban",NA,"no","14_25"
"4124","female","urban","high","no","14_25"
"4125","male","urban","low","yes","40_65"
"4126","female","rural","no","no","26_39"
"4127","male","rural","low","no","14_25"
"4128","male","rural","medium","yes","26_39"
"4129","female","urban","high","yes","40_65"
"4130","female","urban",NA,"yes","26_39"
"4131","female","urban","low","yes","40_65"
"4132","male","urban","low","no","14_25"
"4133","male","rural","low","no","40_65"
"4134","female","urban","high","no","26_39"
"4135","female","urban",NA,"no","14_25"
"4136","female","urban","high","no","26_39"
"4137","female","urban","no","no","40_65"
"4138","female","urban","high","no","26_39"
"4139","male","urban","medium","no","40_65"
"4140","female","urban","medium","yes","40_65"
"4141","male","rural","medium","yes","40_65"
"4142","male","urban","medium","no","14_25"
"4143","male","rural","high","yes","40_65"
"4144","male","rural","medium","no","40_65"
"4145","female","urban","high","no","40_65"
"4146","female","urban","low","yes","40_65"
"4147","male","urban",NA,"no","14_25"
"4148","female","urban","low","yes","40_65"
"4149","female","urban","medium","no","26_39"
"4150","male","urban","high","no","14_25"
"4151","male","urban","medium","no","26_39"
"4152","male","urban","high","no","40_65"
"4153","female","rural","low","no","14_25"
"4154","female","rural","high","yes","40_65"
"4155","female","urban","low","yes","14_25"
"4156","female","urban","no","no","14_25"
"4157","female","rural","high","yes","40_65"
"4158","male","urban","medium","yes","40_65"
"4159","female","urban","no","no","40_65"
"4160","female","urban","high","no","40_65"
"4161","male","rural","high","no","40_65"
"4162","female","rural","high","yes","40_65"
"4163","male","urban","low","no","26_39"
"4164","male","rural","high","yes","40_65"
"4165","female","rural","high","yes","40_65"
"4166","female","urban","medium","no","14_25"
"4167","male","urban","high","yes","26_39"
"4168","male","urban","medium","no","14_25"
"4169","female","urban","high","no","40_65"
"4170","male","rural","medium","yes","40_65"
"4171","male","rural","high","yes","40_65"
"4172","female","rural","low","no","14_25"
"4173","female","urban","high","no","26_39"
"4174","female","urban","high","no","14_25"
"4175","female","urban","high","no","26_39"
"4176","female","urban","low","yes","40_65"
"4177","male","rural","low","yes","40_65"
"4178","female","rural","low","no","14_25"
"4179","male","urban","high","yes","26_39"
"4180","female","urban","high","yes","40_65"
"4181","male","urban","high","no","14_25"
"4182","male","urban","medium","yes","40_65"
"4183","female","urban","medium","no","14_25"
"4184","male","urban","no","yes","40_65"
"4185","male","urban","high","yes","26_39"
"4186","female","urban","low","yes","40_65"
"4187","female","rural","high","yes","40_65"
"4188","male","rural","medium","no","26_39"
"4189","male","urban","medium","no","40_65"
"4190","female","urban","medium","yes","40_65"
"4191","male","urban","medium","no","14_25"
"4192","male","urban","high","yes","26_39"
"4193","female","rural","low","no","14_25"
"4194","female","urban","high","yes","40_65"
"4195","male","rural","low","yes","40_65"
"4196","female","urban","medium","yes","40_65"
"4197","male","urban","low","yes","40_65"
"4198","female","urban","high","no","26_39"
"4199","male","urban","medium","yes","40_65"
"4200","female","urban","low","no","40_65"
"4201","female","rural","medium","no","14_25"
"4202","female","rural","medium","yes","40_65"
"4203","female","urban","medium","yes","26_39"
"4204","male","rural","medium","yes","40_65"
"4205","male","rural","medium","no","26_39"
"4206","female","urban","high","no","26_39"
"4207","male","urban","high","yes","26_39"
"4208","male","urban","high","no","40_65"
"4209","female","urban","low","no","40_65"
"4210","male","rural","high","yes","40_65"
"4211","female","urban","medium","yes","26_39"
"4212","female","rural","high","yes","40_65"
"4213","female","urban","high","yes","26_39"
"4214","male","urban",NA,"yes","14_25"
"4215","male","rural","high","yes","40_65"
"4216","female","urban","low","yes","40_65"
"4217","male","urban",NA,"no","40_65"
"4218","female","rural","medium","no","14_25"
"4219","female","rural","high","yes","40_65"
"4220","male","urban","medium","no","14_25"
"4221","male","urban","low","no","40_65"
"4222","male","urban","medium","yes","40_65"
"4223","female","urban","high","yes","40_65"
"4224","male","rural","high","yes","40_65"
"4225","male","urban","no","yes","40_65"
"4226","male","rural","medium","no","40_65"
"4227","female","rural","medium","yes","26_39"
"4228","female","urban","no","no","14_25"
"4229","male","rural","high","yes","40_65"
"4230","male","rural","medium","no","26_39"
"4231","female","rural","high","no","26_39"
"4232","male","urban","high","yes","26_39"
"4233","female","urban","medium","no","26_39"
"4234","female","urban",NA,"yes","40_65"
"4235","male","urban","low","yes","26_39"
"4236","male","rural","medium","no","14_25"
"4237","male","urban","medium","no","40_65"
"4238","male","urban","low","no","40_65"
"4239","female","rural",NA,"no","14_25"
"4240","male","urban","medium","yes","40_65"
"4241","male","urban","high","yes","40_65"
"4242","male","urban","high","yes","26_39"
"4243","female","urban",NA,"yes","40_65"
"4244","male","rural",NA,"no","40_65"
"4245","female","urban","medium","yes","40_65"
"4246","male","rural","medium","yes","40_65"
"4247","female","rural","low","no","26_39"
"4248","male","urban","medium","yes","26_39"
"4249","female","rural","high","yes","40_65"
"4250","male","rural","low","no","40_65"
"4251","male","urban","medium","no","14_25"
"4252","female","urban","low","no","14_25"
"4253","male","urban","medium","yes","40_65"
"4254","female","rural","no","no","26_39"
"4255","male","urban","high","no","26_39"
"4256","female","urban","medium","yes","40_65"
"4257","female","urban","high","no","14_25"
"4258","male","urban","high","no","14_25"
"4259","male","rural","high","yes","40_65"
"4260","female","rural","high","no","26_39"
"4261","female","urban","high","no","26_39"
"4262","male","urban","high","yes","40_65"
"4263","male","rural","high","yes","40_65"
"4264","male","urban","high","yes","26_39"
"4265","male","rural","high","no","26_39"
"4266","male","rural","low","yes","26_39"
"4267","male","urban","high","yes","40_65"
"4268","female","urban","high","yes","40_65"
"4269","male","rural","high","no","40_65"
"4270","male","urban",NA,"no","14_25"
"4271","male","urban","high","no","26_39"
"4272","female","urban","high","no","26_39"
"4273","female","urban","low","yes","40_65"
"4274","male","urban","medium","no","40_65"
"4275","male","rural","medium","no","14_25"
"4276","male","rural","high","yes","40_65"
"4277","male","rural","medium","yes","40_65"
"4278","female","urban","medium","yes","14_25"
"4279","female","urban","low","yes","40_65"
"4280","male","urban","medium","yes","26_39"
"4281","male","rural","medium","yes","40_65"
"4282","male","rural",NA,"no","14_25"
"4283","male","rural","medium","yes","40_65"
"4284","female","rural","medium","no","26_39"
"4285","male","rural","high","no","26_39"
"4286","male","urban","medium","no","14_25"
"4287","female","urban","medium","yes","14_25"
"4288","male","urban","medium","yes","40_65"
"4289","male","rural",NA,"yes","40_65"
"4290","female","urban","high","yes","40_65"
"4291","female","urban","medium","no","40_65"
"4292","male","urban","high","yes","26_39"
"4293","female","rural","high","yes","26_39"
"4294","male","urban","no","yes","26_39"
"4295","male","urban","high","no","14_25"
"4296","male","urban","high","yes","40_65"
"4297","male","urban","high","yes","14_25"
"4298","male","urban","high","yes","40_65"
"4299","female","urban","high","yes","26_39"
"4300","male","urban","high","yes","26_39"
"4301","female","urban","high","yes","26_39"
"4302","female","urban","no","no","40_65"
"4303","male","urban","high","no","26_39"
"4304","female","rural","high","yes","40_65"
"4305","female","urban",NA,"yes","40_65"
"4306","female","urban","medium","no","40_65"
"4307","male","urban","low","yes","40_65"
"4308","male","urban","medium","yes","40_65"
"4309","male","rural","high","no","26_39"
"4310","male","urban","low","yes","40_65"
"4311","female","urban","medium","yes","40_65"
"4312","female","rural","high","yes","26_39"
"4313","male","urban","high","yes","40_65"
"4314","male","urban","high","yes","26_39"
"4315","female","urban","high","no","26_39"
"4316","female","rural","medium","yes","14_25"
"4317","male","urban","no","yes","14_25"
"4318","male","urban","high","no","14_25"
"4319","female","urban","medium","no","14_25"
"4320","female","urban","high","yes","40_65"
"4321","male","urban","high","no","40_65"
"4322","male","urban","high","yes","40_65"
"4323","female","rural","medium","yes","40_65"
"4324","female","rural","high","no","14_25"
"4325","male","rural","high","yes","26_39"
"4326","female","urban","medium","yes","40_65"
"4327","male","rural",NA,"yes","26_39"
"4328","male","urban","low","yes","40_65"
"4329","male","urban","medium","no","14_25"
"4330","female","urban","high","no","26_39"
"4331","female","urban","high","yes","26_39"
"4332","female","urban","low","yes","40_65"
"4333","female","rural","high","no","26_39"
"4334","male","urban","high","yes","26_39"
"4335","female","urban","high","yes","26_39"
"4336","male","rural","low","yes","40_65"
"4337","female","rural","low","no","14_25"
"4338","male","urban","high","no","40_65"
"4339","male","urban","high","yes","40_65"
"4340","male","urban","medium","yes","40_65"
"4341","male","rural","high","no","40_65"
"4342","female","rural","low","no","26_39"
"4343","male","rural","high","yes","40_65"
"4344","male","urban","high","yes","26_39"
"4345","male","urban","low","yes","40_65"
"4346","female","rural","high","yes","26_39"
"4347","male","urban","medium","no","40_65"
"4348","female","urban","high","no","26_39"
"4349","female","rural","low","yes","40_65"
"4350","female","rural","high","no","26_39"
"4351","female","rural","medium","yes","26_39"
"4352","female","rural","no","yes","40_65"
"4353","male","urban","medium","no","26_39"
"4354","female","urban","high","no","26_39"
"4355","male","urban","medium","no","40_65"
"4356","male","rural","high","yes","40_65"
"4357","male","urban","high","yes","40_65"
"4358","male","rural","low","no","14_25"
"4359","male","rural","high","yes","40_65"
"4360","female","urban","high","no","14_25"
"4361","female","urban","high","no","40_65"
"4362","male","urban","high","yes","26_39"
"4363","male","urban","low","no","26_39"
"4364","female","rural","low","yes","40_65"
"4365","female","rural","high","no","14_25"
"4366","male","urban","high","yes","26_39"
"4367","male","urban","high","yes","26_39"
"4368","male","urban","high","yes","40_65"
"4369","female","urban","medium","yes","26_39"
"4370","female","urban","low","no","14_25"
"4371","female","urban","low","no","40_65"
"4372","female","urban","medium","no","14_25"
"4373","male","rural","high","yes","40_65"
"4374","female","rural","no","no","40_65"
"4375","female","rural","no","yes","40_65"
"4376","male","urban","high","no","40_65"
"4377","female","rural","no","no","26_39"
"4378","female","urban","medium","yes","14_25"
"4379","male","urban","medium","yes","40_65"
"4380","male","urban","high","yes","40_65"
"4381","male","rural","medium","no","14_25"
"4382","male","urban","low","no","26_39"
"4383","male","rural","high","yes","40_65"
"4384","male","urban","medium","no","14_25"
"4385","male","urban","high","yes","40_65"
"4386","male","rural","high","yes","40_65"
"4387","female","urban","low","yes","40_65"
"4388","male","urban","high","yes","40_65"
"4389","male","rural","high","yes","40_65"
"4390","male","urban","medium","yes","40_65"
"4391","female","urban","low","yes","40_65"
"4392","male","urban","high","no","14_25"
"4393","female","urban","medium","yes","40_65"
"4394","male","urban","no","yes","26_39"
"4395","female","urban","medium","no","26_39"
"4396","male","urban","medium","no","14_25"
"4397","female","rural","no","yes","40_65"
"4398","male","rural","high","no","40_65"
"4399","female","urban","medium","no","14_25"
"4400","female","rural","medium","yes","14_25"
"4401","male","urban","low","no","14_25"
"4402","male","rural","low","yes","40_65"
"4403","female","rural","medium","yes","26_39"
"4404","male","rural","medium","no","40_65"
"4405","male","rural","high","yes","26_39"
"4406","female","rural","medium","yes","26_39"
"4407","female","urban","high","no","14_25"
"4408","female","urban","high","yes","26_39"
"4409","female","urban","medium","yes","26_39"
"4410","male","rural","medium","yes","40_65"
"4411","male","rural","medium","no","26_39"
"4412","male","urban","high","yes","40_65"
"4413","male","urban","low","yes","40_65"
"4414","male","urban","high","no","26_39"
"4415","male","urban","high","no","14_25"
"4416","female","urban","low","no","40_65"
"4417","female","rural","low","yes","40_65"
"4418","female","urban","high","no","26_39"
"4419","male","rural","low","no","26_39"
"4420","male","rural","medium","yes","40_65"
"4421","male","urban","high","no","14_25"
"4422","female","urban","medium","yes","40_65"
"4423","male","urban","medium","yes","40_65"
"4424","male","urban","high","yes","40_65"
"4425","female","urban",NA,"no","26_39"
"4426","male","urban","high","no","40_65"
"4427","male","urban","low","no","14_25"
"4428","male","urban","high","no","14_25"
"4429","female","urban","low","no","14_25"
"4430","male","rural",NA,"no","40_65"
"4431","male","rural","medium","no","14_25"
"4432","female","urban","medium","no","14_25"
"4433","female","rural","high","yes","40_65"
"4434","male","urban","high","yes","14_25"
"4435","male","rural","low","yes","14_25"
"4436","male","urban","low","no","14_25"
"4437","male","urban","medium","yes","40_65"
"4438","female","urban",NA,"no","14_25"
"4439","male","rural","medium","no","40_65"
"4440","male","rural","low","no","40_65"
"4441","female","rural","high","no","40_65"
"4442","male","rural","medium","no","40_65"
"4443","female","rural","high","no","40_65"
"4444","male","urban","low","yes","40_65"
"4445","female","rural","low","no","14_25"
"4446","male","rural","medium","yes","40_65"
"4447","male","urban","high","yes","26_39"
"4448","male","urban","medium","yes","40_65"
"4449","male","rural",NA,"yes","40_65"
"4450","male","rural","medium","no","26_39"
"4451","female","rural","medium","yes","40_65"
"4452","female","urban","medium","yes","40_65"
"4453","female","urban","medium","yes","40_65"
"4454","female","urban","medium","no","26_39"
"4455","female","urban","high","no","26_39"
"4456","female","rural",NA,"yes","40_65"
"4457","female","urban","high","yes","40_65"
"4458","male","rural","low","yes","40_65"
"4459","female","rural","medium","no","14_25"
"4460","male","urban",NA,"no","14_25"
"4461","female","urban","high","no","40_65"
"4462","female","rural","high","yes","40_65"
"4463","female","rural","medium","yes","40_65"
"4464","female","urban","medium","yes","14_25"
"4465","male","rural","high","yes","40_65"
"4466","male","urban","medium","yes","26_39"
"4467","male","rural","low","yes","40_65"
"4468","male","urban","high","no","14_25"
"4469","male","urban","medium","no","14_25"
"4470","female","rural","low","no","26_39"
"4471","male","urban","low","no","14_25"
"4472","male","rural","high","yes","40_65"
"4473","male","urban","high","yes","26_39"
"4474","female","rural","high","no","26_39"
"4475","female","urban","medium","yes","14_25"
"4476","female","urban","low","yes","40_65"
"4477","female","urban","medium","yes","40_65"
"4478","male","urban","high","yes","40_65"
"4479","male","urban","medium","yes","26_39"
"4480","male","urban","medium","no","26_39"
"4481","female","rural","high","yes","40_65"
"4482","female","rural","medium","yes","40_65"
"4483","female","rural",NA,"no","14_25"
"4484","female","urban","high","no","26_39"
"4485","female","rural","low","no","14_25"
"4486","male","rural","high","no","40_65"
"4487","male","rural",NA,"yes","40_65"
"4488","male","urban","medium","yes","40_65"
"4489","male","rural","high","yes","40_65"
"4490","male","rural","high","no","14_25"
"4491","female","urban","high","no","26_39"
"4492","female","urban","low","yes","40_65"
"4493","female","urban","medium","no","40_65"
"4494","female","urban","high","yes","40_65"
"4495","female","urban","medium","yes","26_39"
"4496","male","urban","medium","no","14_25"
"4497","female","rural","low","no","14_25"
"4498","female","urban","high","no","14_25"
"4499","male","urban","high","no","40_65"
"4500","female","urban","no","yes","40_65"
"4501","female","rural","high","yes","40_65"
"4502","female","rural","medium","yes","26_39"
"4503","female","urban","medium","no","14_25"
"4504","female","rural","medium","yes","26_39"
"4505","male","urban","high","yes","26_39"
"4506","male","urban","high","no","14_25"
"4507","female","urban","high","yes","26_39"
"4508","male","rural","low","yes","40_65"
"4509","male","rural","medium","no","40_65"
"4510","female","urban","high","no","14_25"
"4511","male","rural","no","yes","40_65"
"4512","female","rural","high","no","14_25"
"4513","male","rural","low","yes","40_65"
"4514","male","urban","no","no","14_25"
"4515","female","urban","high","yes","26_39"
"4516","male","rural","high","no","26_39"
"4517","female","rural","high","yes","40_65"
"4518","male","rural","high","no","26_39"
"4519","female","rural","high","yes","40_65"
"4520","male","rural",NA,"yes","40_65"
"4521","female","urban","medium","yes","26_39"
"4522","female","urban","high","no","40_65"
"4523","male","urban","high","yes","40_65"
"4524","female","urban","medium","yes","40_65"
"4525","male","urban","high","no","26_39"
"4526","male","rural",NA,"yes","40_65"
"4527","female","urban","high","no","26_39"
"4528","male","urban","high","yes","26_39"
"4529","male","urban","high","no","14_25"
"4530","female","urban","high","yes","26_39"
"4531","male","urban",NA,"yes","40_65"
"4532","female","rural","medium","no","14_25"
"4533","male","rural","medium","no","26_39"
"4534","male","urban","low","yes","40_65"
"4535","male","rural","medium","yes","40_65"
"4536","male","urban","low","yes","40_65"
"4537","male","rural","low","no","40_65"
"4538","female","rural","high","yes","40_65"
"4539","female","urban","high","no","26_39"
"4540","female","rural","high","yes","40_65"
"4541","male","rural","medium","no","14_25"
"4542","female","rural","high","yes","40_65"
"4543","male","rural","high","no","40_65"
"4544","female","urban","low","no","14_25"
"4545","female","urban","high","no","14_25"
"4546","female","rural","high","no","14_25"
"4547","male","urban","medium","no","14_25"
"4548","male","urban","medium","no","40_65"
"4549","male","urban","low","yes","26_39"
"4550","male","rural","no","yes","40_65"
"4551","female","urban","high","yes","26_39"
"4552","female","urban","medium","yes","14_25"
"4553","male","urban","high","yes","40_65"
"4554","female","rural","low","yes","40_65"
"4555","male","urban","medium","no","14_25"
"4556","male","urban","high","yes","40_65"
"4557","male","rural","medium","no","26_39"
"4558","female","urban","medium","yes","26_39"
"4559","female","urban","high","yes","40_65"
"4560","male","urban","high","yes","40_65"
"4561","female","rural","high","yes","40_65"
"4562","female","urban","low","yes","26_39"
"4563","female","rural","medium","yes","40_65"
"4564","male","urban","high","no","40_65"
"4565","male","urban","no","no","14_25"
"4566","female","urban","low","yes","26_39"
"4567","female","urban","high","yes","26_39"
"4568","male","urban","medium","no","14_25"
"4569","female","urban","no","yes","40_65"
"4570","male","urban","medium","yes","26_39"
"4571","female","urban","high","yes","40_65"
"4572","male","rural","no","yes","40_65"
"4573","male","urban","medium","yes","40_65"
"4574","female","rural","low","yes","40_65"
"4575","female","rural","high","yes","40_65"
"4576","female","urban","high","no","26_39"
"4577","male","urban","high","yes","26_39"
"4578","female","urban","high","yes","40_65"
"4579","male","urban","medium","yes","40_65"
"4580","female","rural","no","no","40_65"
"4581","female","rural","medium","yes","40_65"
"4582","male","rural",NA,"no","26_39"
"4583","male","urban","low","no","14_25"
"4584","female","urban","medium","no","14_25"
"4585","male","rural","low","no","26_39"
"4586","male","urban","high","no","26_39"
"4587","male","urban",NA,"no","40_65"
"4588","female","urban","high","yes","40_65"
"4589","female","rural","medium","yes","40_65"
"4590","female","urban","medium","no","40_65"
"4591","female","urban","high","yes","40_65"
"4592","female","urban","high","no","40_65"
"4593","male","urban",NA,"yes","14_25"
"4594","male","urban","low","yes","40_65"
"4595","female","urban",NA,"no","14_25"
"4596","male","rural","medium","no","40_65"
"4597","female","rural","medium","no","40_65"
"4598","male","urban","low","yes","26_39"
"4599","female","urban",NA,"no","14_25"
"4600","female","urban","high","yes","26_39"
"4601","female","urban","medium","yes","26_39"
"4602","female","rural","high","yes","40_65"
"4603","female","rural","low","yes","26_39"
"4604","male","urban","high","no","40_65"
"4605","female","urban","medium","yes","26_39"
"4606","female","urban","medium","no","14_25"
"4607","male","urban","high","no","14_25"
"4608","male","rural","medium","yes","26_39"
"4609","male","urban","medium","no","14_25"
"4610","female","urban","medium","no","14_25"
"4611","male","urban","low","no","26_39"
"4612","male","rural","low","no","40_65"
"4613","female","rural","high","yes","40_65"
"4614","female","urban","high","yes","40_65"
"4615","male","rural","low","no","26_39"
"4616","female","urban",NA,"no","14_25"
"4617","male","urban","high","yes","40_65"
"4618","female","urban","low","no","40_65"
"4619","male","rural","medium","yes","26_39"
"4620","female","urban","medium","no","14_25"
"4621","male","urban","high","no","14_25"
"4622","male","urban","high","no","40_65"
"4623","male","urban","high","yes","14_25"
"4624","male","urban","medium","yes","40_65"
"4625","female","urban","high","yes","26_39"
"4626","female","urban","high","yes","26_39"
"4627","female","urban","high","no","40_65"
"4628","female","rural","medium","yes","40_65"
"4629","female","rural","medium","yes","40_65"
"4630","male","rural","low","no","40_65"
"4631","male","urban","medium","yes","26_39"
"4632","female","urban","no","no","40_65"
"4633","female","rural","low","yes","26_39"
"4634","male","rural","high","no","26_39"
"4635","female","rural","high","yes","26_39"
"4636","female","urban","low","yes","26_39"
"4637","female","urban","medium","yes","40_65"
"4638","female","rural","medium","no","14_25"
"4639","male","urban",NA,"no","40_65"
"4640","male","rural","low","no","40_65"
"4641","female","urban","high","no","26_39"
"4642","female","rural","low","no","40_65"
"4643","female","urban","low","no","40_65"
"4644","female","rural","medium","yes","14_25"
"4645","male","urban",NA,"no","26_39"
"4646","female","urban","low","yes","40_65"
"4647","female","rural","high","yes","40_65"
"4648","female","urban","low","no","14_25"
"4649","female","urban","low","yes","40_65"
"4650","female","urban",NA,"no","14_25"
"4651","female","urban","high","yes","40_65"
"4652","male","urban","high","yes","40_65"
"4653","male","urban",NA,"no","40_65"
"4654","male","urban","medium","no","40_65"
"4655","male","urban","low","no","40_65"
"4656","male","urban","medium","yes","40_65"
"4657","female","urban","high","yes","40_65"
"4658","male","urban","high","yes","26_39"
"4659","female","urban","low","yes","40_65"
"4660","male","urban","high","yes","26_39"
"4661","female","rural","high","no","14_25"
"4662","female","urban","low","yes","40_65"
"4663","male","urban","medium","yes","26_39"
"4664","male","rural","low","yes","40_65"
"4665","male","urban","medium","no","40_65"
"4666","male","urban","medium","no","14_25"
"4667","male","urban","high","yes","40_65"
"4668","male","rural","low","no","40_65"
"4669","male","urban","medium","yes","40_65"
"4670","female","urban","low","yes","40_65"
"4671","female","urban","high","yes","40_65"
"4672","male","rural","medium","yes","40_65"
"4673","male","rural","high","no","14_25"
"4674","male","rural","high","yes","40_65"
"4675","male","rural","low","yes","40_65"
"4676","male","urban","medium","yes","40_65"
"4677","female","rural","high","no","26_39"
"4678","female","rural","high","no","40_65"
"4679","male","rural","medium","yes","26_39"
"4680","female","urban","low","yes","40_65"
"4681","male","rural","medium","no","26_39"
"4682","female","urban","high","no","26_39"
"4683","male","urban","high","no","40_65"
"4684","male","urban","medium","yes","40_65"
"4685","male","rural","low","no","14_25"
"4686","female","rural","medium","yes","40_65"
"4687","male","rural","medium","yes","40_65"
"4688","male","urban","low","yes","40_65"
"4689","female","rural","low","yes","40_65"
"4690","male","urban","high","no","26_39"
"4691","female","urban","high","no","14_25"
"4692","male","urban","medium","yes","40_65"
"4693","male","urban",NA,"no","26_39"
"4694","male","rural","low","no","14_25"
"4695","male","rural","medium","no","14_25"
"4696","female","urban","high","no","26_39"
"4697","female","urban","low","yes","26_39"
"4698","female","urban","low","yes","40_65"
"4699","male","urban",NA,"no","40_65"
"4700","female","rural","low","yes","40_65"
"4701","female","urban","medium","no","14_25"
"4702","female","rural","medium","yes","40_65"
"4703","male","urban","no","no","40_65"
"4704","female","urban","high","no","40_65"
"4705","male","urban","medium","no","40_65"
"4706","female","rural",NA,"yes","40_65"
"4707","female","urban","high","no","14_25"
"4708","female","urban","medium","no","26_39"
"4709","female","urban",NA,"no","40_65"
"4710","female","urban","high","yes","40_65"
"4711","female","rural","medium","no","40_65"
"4712","female","rural","no","no","26_39"
"4713","female","urban","high","yes","40_65"
"4714","male","urban","high","yes","40_65"
"4715","female","urban","medium","yes","40_65"
"4716","female","rural","medium","yes","40_65"
"4717","male","urban","low","yes","40_65"
"4718","male","rural","high","no","26_39"
"4719","male","rural","medium","yes","40_65"
"4720","male","rural","high","no","40_65"
"4721","female","urban","low","no","14_25"
"4722","male","urban","medium","yes","40_65"
"4723","male","urban","low","no","14_25"
"4724","male","rural","low","no","14_25"
"4725","male","urban",NA,"no","26_39"
"4726","male","urban","high","yes","40_65"
"4727","male","urban","medium","yes","40_65"
"4728","female","urban",NA,"no","40_65"
"4729","female","rural","high","yes","40_65"
"4730","male","urban","high","yes","40_65"
"4731","female","urban","low","yes","26_39"
"4732","female","urban","medium","yes","40_65"
"4733","male","urban","high","yes","26_39"
"4734","male","rural","high","no","40_65"
"4735","female","urban","high","no","26_39"
"4736","female","rural","low","yes","26_39"
"4737","male","rural",NA,"no","40_65"
"4738","female","urban","high","no","14_25"
"4739","male","urban","high","no","14_25"
"4740","male","urban","low","no","26_39"
"4741","male","urban","medium","yes","26_39"
"4742","female","rural","low","yes","40_65"
"4743","male","rural","low","yes","40_65"
"4744","female","rural","low","no","40_65"
"4745","female","rural",NA,"no","14_25"
"4746","male","urban","low","yes","40_65"
"4747","female","urban","high","no","26_39"
"4748","female","urban","high","yes","40_65"
"4749","female","rural","low","yes","40_65"
"4750","male","urban","medium","yes","40_65"
"4751","male","urban","high","no","26_39"
"4752","male","urban","high","yes","40_65"
"4753","female","rural","low","yes","26_39"
"4754","female","urban","medium","no","26_39"
"4755","female","rural","medium","yes","40_65"
"4756","male","urban",NA,"no","26_39"
"4757","male","urban","medium","no","40_65"
"4758","female","rural","medium","no","40_65"
"4759","male","rural","low","yes","40_65"
"4760","male","rural","medium","no","14_25"
"4761","male","rural","low","yes","40_65"
"4762","female","rural","medium","yes","40_65"
"4763","female","urban","high","yes","40_65"
"4764","male","urban","high","yes","26_39"
"4765","female","urban","low","no","14_25"
"4766","female","urban","high","no","26_39"
"4767","male","rural","no","yes","40_65"
"4768","female","rural","high","yes","40_65"
"4769","female","urban","high","yes","40_65"
"4770","female","rural","medium","yes","26_39"
"4771","female","rural","high","no","40_65"
"4772","female","urban","medium","yes","40_65"
"4773","female","urban","medium","yes","14_25"
"4774","male","rural","high","yes","40_65"
"4775","female","urban","low","yes","40_65"
"4776","male","urban","high","no","40_65"
"4777","female","rural","medium","yes","40_65"
"4778","male","urban","medium","no","26_39"
"4779","male","rural","high","no","26_39"
"4780","male","urban","high","no","40_65"
"4781","male","urban","low","no","40_65"
"4782","female","urban","low","no","14_25"
"4783","male","urban","high","yes","26_39"
"4784","male","urban","low","no","14_25"
"4785","female","urban","low","yes","14_25"
"4786","female","rural","high","yes","40_65"
"4787","female","rural","medium","no","14_25"
"4788","male","urban","high","no","40_65"
"4789","male","urban","low","no","40_65"
"4790","female","urban","medium","no","40_65"
"4791","female","urban","high","no","40_65"
"4792","female","urban","high","no","26_39"
"4793","male","urban","low","no","14_25"
"4794","female","rural","low","yes","40_65"
"4795","male","urban","medium","yes","40_65"
"4796","female","urban","medium","yes","26_39"
"4797","male","urban","low","yes","40_65"
"4798","female","urban","high","no","40_65"
"4799","male","urban","high","yes","40_65"
"4800","male","urban","high","yes","26_39"
"4801","male","urban","medium","no","14_25"
"4802","female","urban",NA,"no","14_25"
"4803","male","urban","medium","no","14_25"
"4804","female","urban","low","yes","40_65"
"4805","male","urban","medium","no","40_65"
"4806","female","rural","high","no","14_25"
"4807","male","rural","low","no","14_25"
"4808","female","urban","low","yes","40_65"
"4809","male","urban","high","no","40_65"
"4810","male","rural","medium","no","26_39"
"4811","female","rural","no","yes","40_65"
"4812","female","rural","low","no","14_25"
"4813","female","urban","high","no","26_39"
"4814","male","rural","medium","yes","40_65"
"4815","male","urban","high","yes","40_65"
"4816","female","rural","low","yes","40_65"
"4817","male","rural","no","no","26_39"
"4818","male","urban","medium","yes","40_65"
"4819","male","urban","low","yes","40_65"
"4820","female","rural","medium","no","40_65"
"4821","female","urban","low","yes","26_39"
"4822","male","urban","high","yes","26_39"
"4823","female","rural","high","no","26_39"
"4824","female","urban","high","yes","40_65"
"4825","female","rural","low","no","14_25"
"4826","female","urban","high","yes","40_65"
"4827","male","rural",NA,"no","14_25"
"4828","female","rural","high","no","40_65"
"4829","female","rural","high","yes","40_65"
"4830","female","rural","low","yes","40_65"
"4831","female","urban","high","no","40_65"
"4832","male","rural","high","yes","26_39"
"4833","female","rural","high","yes","40_65"
"4834","male","urban",NA,"no","14_25"
"4835","female","urban","no","yes","40_65"
