"","gender","rural","dem_education_level","dem_has_children","age_group"
"766","female","urban","medium","no","14_25"
"767","male","urban","high","no","40_65"
"768","female","urban","medium","yes","40_65"
"769","male","rural","medium","no","14_25"
"770","male","urban",NA,"no","14_25"
"771","female","rural","medium","yes","26_39"
"772","female","rural","medium","no","40_65"
"773","female","urban","high","no","26_39"
"774","female","rural","low","no","26_39"
"775","male","urban","medium","no","40_65"
"776","female","rural","medium","no","14_25"
"777","male","urban",NA,"no","14_25"
"778","male","urban","high","yes","40_65"
"779","male","urban","high","no","40_65"
"780","male","rural","high","no","26_39"
"781","male","rural","medium","no","26_39"
"782","female","urban","low","no","40_65"
"783","male","urban","medium","no","14_25"
"784","female","urban","low","yes","40_65"
"785","male","rural","high","no","14_25"
"786","female","urban",NA,"yes","40_65"
"787","female","rural","low","no","14_25"
"788","female","urban","high","yes","26_39"
"789","male","urban","high","yes","40_65"
"790","male","urban","low","yes","40_65"
"791","male","rural","low","no","40_65"
"792","male","rural","medium","yes","40_65"
"793","male","urban","low","no","40_65"
"794","female","urban","high","yes","40_65"
"795","female","rural","medium","yes","40_65"
"796","male","urban","medium","no","26_39"
"797","female","rural","medium","yes","40_65"
"798","female","urban","medium","no","14_25"
"799","male","urban","low","yes","40_65"
"800","male","rural","low","yes","40_65"
"801","female","rural","medium","yes","14_25"
"802","female","urban","low","yes","40_65"
"803","female","urban","low","no","14_25"
"804","female","rural","medium","yes","40_65"
"805","female","rural","low","no","14_25"
"806","male","rural","high","yes","40_65"
"807","male","urban","low","no","26_39"
"808","male","rural","low","no","40_65"
"809","male","urban","low","no","14_25"
"810","male","urban","medium","yes","26_39"
"811","male","rural",NA,"yes","40_65"
"812","female","urban","medium","no","26_39"
"813","male","rural","high","no","26_39"
"814","female","urban",NA,"no","26_39"
"815","female","urban","medium","no","26_39"
"816","female","rural","low","no","14_25"
"817","female","urban","medium","no","26_39"
"818","female","rural","low","no","14_25"
"819","female","urban","medium","no","26_39"
"820","male","rural","low","yes","40_65"
"821","female","urban","medium","yes","26_39"
"822","male","urban","high","no","14_25"
"823","male","rural","low","no","26_39"
"824","female","rural","medium","no","26_39"
"825","female","urban","medium","no","40_65"
"826","male","urban","low","no","40_65"
"827","female","urban","high","no","26_39"
"828","female","urban","low","no","40_65"
"829","female","rural","high","no","40_65"
"830","male","urban","medium","no","26_39"
"831","female","urban",NA,"no","14_25"
"832","female","urban","low","yes","40_65"
"833","male","urban","no","no","14_25"
"834","female","urban","medium","no","14_25"
"835","male","urban","medium","yes","40_65"
"836","male","urban","medium","no","26_39"
"837","male","urban","high","yes","26_39"
"838","female","urban","medium","no","26_39"
"839","male","urban","high","no","14_25"
"840","male","urban","high","no","40_65"
"841","male","urban","high","no","40_65"
"842","male","rural","low","no","14_25"
"843","male","urban","low","no","14_25"
"844","female","urban","medium","yes","40_65"
"845","female","urban","low","yes","40_65"
"846","male","urban","medium","no","40_65"
"847","female","rural","high","yes","26_39"
"848","female","rural","high","no","14_25"
"849","male","rural","medium","no","40_65"
"850","male","rural","medium","no","26_39"
"851","female","urban","medium","no","14_25"
"852","female","urban",NA,"no","14_25"
"853","female","urban",NA,"no","14_25"
"854","female","urban","low","yes","40_65"
"855","male","urban","high","no","14_25"
"856","male","urban","high","no","40_65"
"857","male","urban","high","no","26_39"
"858","male","rural","low","yes","40_65"
"859","female","urban","low","yes","40_65"
"860","female","urban",NA,"yes","40_65"
"861","female","urban","medium","yes","40_65"
"862","male","urban","low","yes","40_65"
"863","female","rural","no","yes","40_65"
"864","female","rural","medium","no","26_39"
"865","male","rural","high","yes","40_65"
"866","male","urban","medium","yes","40_65"
"867","female","urban","medium","no","14_25"
"868","female","rural","high","yes","40_65"
"869","male","urban","medium","no","26_39"
"870","female","rural","low","no","14_25"
"871","female","rural","medium","no","40_65"
"872","female","rural",NA,"yes","14_25"
"873","female","urban","high","yes","26_39"
"874","female","urban","medium","no","14_25"
"875","male","rural","low","yes","40_65"
"876","female","rural","medium","yes","26_39"
"877","female","urban","high","no","14_25"
"878","female","urban","medium","no","14_25"
"879","female","urban","no","no","14_25"
"880","female","urban",NA,"yes","40_65"
"881","female","urban",NA,"yes","40_65"
"882","male","urban","medium","no","26_39"
"883","male","urban","high","no","26_39"
"884","male","urban","medium","yes","40_65"
"885","female","rural","medium","no","26_39"
"886","female","rural","medium","yes","40_65"
"887","male","rural","low","no","26_39"
"888","male","urban","high","yes","40_65"
"889","female","urban","medium","no","40_65"
"890","female","urban","medium","no","26_39"
"891","male","urban","low","no","40_65"
"892","female","rural","low","no","14_25"
"893","female","urban","low","no","14_25"
"894","female","urban","medium","yes","40_65"
"895","male","urban","low","no","26_39"
"896","male","urban","high","no","26_39"
"897","male","urban",NA,"no","14_25"
"898","male","rural","medium","no","26_39"
"899","male","urban","medium","no","40_65"
"900","male","urban","medium","no","40_65"
"901","male","urban","medium","no","40_65"
"902","female","urban","medium","yes","26_39"
"903","male","rural","high","yes","40_65"
"904","male","urban","high","no","26_39"
"905","male","urban","high","yes","40_65"
"906","female","urban","medium","yes","40_65"
"907","female","rural","high","yes","40_65"
"908","female","rural","medium","yes","40_65"
"909","male","urban","medium","yes","40_65"
"910","male","urban","medium","no","40_65"
"911","male","urban","low","no","40_65"
"912","male","rural","high","yes","40_65"
"913","male","urban","high","yes","14_25"
"914","male","urban","high","yes","40_65"
"915","male","urban",NA,"no","40_65"
"916","male","rural",NA,"no","40_65"
"917","female","urban","high","yes","40_65"
"918","male","urban","low","yes","40_65"
"919","male","rural","low","no","40_65"
"920","male","rural","medium","no","40_65"
"921","female","rural","high","yes","40_65"
"922","female","urban","medium","no","26_39"
"923","male","urban","medium","no","26_39"
"924","female","rural","high","yes","40_65"
"925","female","urban","medium","yes","40_65"
"926","female","urban","medium","no","26_39"
"927","female","urban","medium","yes","40_65"
"928","female","urban","medium","yes","40_65"
"929","male","rural",NA,"no","26_39"
"930","male","urban","medium","yes","40_65"
"931","female","urban","no","no","14_25"
"932","female","urban","low","no","40_65"
"933","female","urban","high","no","26_39"
"934","male","rural","low","no","14_25"
"935","female","urban",NA,"no","14_25"
"936","female","rural","medium","no","40_65"
"937","male","rural","medium","yes","40_65"
"938","female","urban","low","no","14_25"
"939","male","urban","low","yes","40_65"
"940","female","urban","high","yes","26_39"
"941","female","urban","high","no","26_39"
"942","male","urban","medium","no","14_25"
"943","female","urban","medium","yes","26_39"
"944","female","urban","medium","yes","40_65"
"945","male","urban","medium","no","26_39"
"946","female","urban","medium","yes","40_65"
"947","male","urban",NA,"no","14_25"
"948","female","rural","medium","no","40_65"
"949","female","urban",NA,"no","14_25"
"950","male","urban","high","no","40_65"
"951","female","rural","high","yes","26_39"
"952","female","urban","high","no","14_25"
"953","male","urban","high","yes","40_65"
"954","female","urban","high","no","14_25"
"955","male","urban","high","yes","40_65"
"956","female","urban","low","no","14_25"
"957","female","urban","medium","yes","40_65"
"958","female","rural","high","no","40_65"
"959","female","urban","low","no","14_25"
"960","female","urban","high","yes","40_65"
"961","male","rural","medium","yes","40_65"
"962","female","rural","medium","no","40_65"
"963","male","urban","low","no","14_25"
"964","female","urban",NA,"no","14_25"
"965","female","rural","high","yes","40_65"
"966","male","urban","medium","no","40_65"
"967","male","urban","medium","no","40_65"
"968","female","rural","low","yes","26_39"
"969","male","rural","low","no","14_25"
"970","female","urban","low","yes","40_65"
"971","male","rural","medium","yes","40_65"
"972","male","urban","medium","no","26_39"
"973","female","urban","medium","no","14_25"
"974","female","urban","medium","yes","40_65"
"975","male","rural",NA,"yes","26_39"
"976","female","urban","low","yes","26_39"
"977","male","urban","medium","no","40_65"
"978","male","urban","medium","yes","40_65"
"979","male","urban","low","no","14_25"
"980","female","rural","no","no","26_39"
"981","female","rural","medium","yes","14_25"
"982","female","urban",NA,"yes","40_65"
"983","male","urban","low","no","26_39"
"984","male","urban","medium","yes","26_39"
"985","female","rural","medium","no","14_25"
"986","female","rural","high","no","40_65"
"987","male","urban","low","yes","40_65"
"988","male","urban","low","yes","26_39"
"989","female","urban","medium","yes","40_65"
"990","male","urban","medium","yes","40_65"
"991","male","rural","low","no","40_65"
"992","female","urban","high","no","14_25"
"993","male","urban","medium","no","26_39"
"994","male","urban","low","no","14_25"
"995","male","rural","low","yes","40_65"
"996","female","rural","high","yes","26_39"
"997","female","urban","medium","yes","40_65"
"998","female","urban","medium","yes","40_65"
"999","female","urban","medium","no","40_65"
"1000","female","urban","low","yes","40_65"
"1001","male","rural","low","no","14_25"
"1002","male","urban","medium","yes","26_39"
"1003","female","urban","high","no","14_25"
"1004","male","urban",NA,"no","40_65"
"1005","female","urban","low","yes","40_65"
"1006","female","urban","medium","no","26_39"
"1007","female","rural","medium","no","40_65"
"1008","male","urban","high","no","40_65"
"1009","male","urban","high","yes","40_65"
"1010","female","rural","low","no","14_25"
"1011","male","rural","medium","yes","40_65"
"1012","male","rural","high","yes","40_65"
"1013","female","rural","medium","no","14_25"
"1014","female","urban","high","yes","26_39"
"1015","male","rural","medium","no","40_65"
"1016","male","urban","high","no","14_25"
"1017","female","rural","low","yes","40_65"
"1018","male","urban","medium","yes","40_65"
"1019","female","urban","medium","yes","40_65"
"1020","male","urban","medium","yes","40_65"
"1021","male","urban","medium","yes","40_65"
"1022","female","urban",NA,"no","26_39"
"1023","male","urban","medium","yes","40_65"
"1024","male","urban","high","yes","40_65"
"1025","female","rural","low","no","14_25"
"1026","male","rural","low","no","40_65"
"1027","male","urban","high","yes","40_65"
"1028","female","rural","low","no","14_25"
"1029","male","urban","low","yes","40_65"
"1030","male","urban","medium","no","14_25"
"1031","female","rural","medium","yes","26_39"
"1032","female","urban","high","yes","26_39"
"1033","male","rural","medium","no","26_39"
"1034","male","rural","high","no","26_39"
"1035","male","rural","medium","yes","40_65"
"1036","male","rural","medium","no","14_25"
"1037","male","urban","medium","no","26_39"
"1038","male","urban","medium","yes","26_39"
"1039","female","urban","high","no","14_25"
"1040","female","urban","high","no","26_39"
"1041","female","rural","low","yes","14_25"
"1042","male","urban","medium","no","14_25"
"1043","female","urban","medium","no","14_25"
"1044","female","urban","medium","yes","40_65"
"1045","female","urban","low","yes","40_65"
"1046","male","urban",NA,"no","14_25"
"1047","male","rural","high","yes","40_65"
"1048","female","rural","high","no","40_65"
"1049","female","rural","high","no","40_65"
"1050","female","urban","low","no","40_65"
"1051","female","urban","high","no","26_39"
"1052","female","rural","low","no","14_25"
